key,pKa,kind,prot_smi,prot_idx,dep_smi,dep_idx
CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1O,8.05,acid,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1O,10,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1[O-],10
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,12.23,acid,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,11,Cc1cc(C(C)(C)C)c([O-])c(C(C)(C)C)c1,11
CCCc1cc(CCC)c(O)c(CCC)c1,11.59,acid,CCCc1cc(CCC)c(O)c(CCC)c1,12,CCCc1cc(CCC)c([O-])c(CCC)c1,12
Oc1ccc(/N=N/c2ccccn2)c2ccccc12,9.1,acid,Oc1ccc(/N=N/c2ccccn2)c2ccccc12,10,[O-]c1ccc(/N=N/c2ccccn2)c2ccccc12,10
Cc1ccccc1N(O)C(=O)Cc1ccccc1,8.46,acid,Cc1ccccc1N(O)C(=O)Cc1ccccc1,17,Cc1ccccc1N([O-])C(=O)Cc1ccccc1,17
COc1ccc(C(=O)N(O)c2ccccc2C)cc1,8.44,acid,COc1ccc(C(=O)N(O)c2ccccc2C)cc1,18,COc1ccc(C(=O)N([O-])c2ccccc2C)cc1,18
CCCC[C@@H](CC)COP(=O)(O)OC[C@H](CC)CCCC,2.85,acid,CCCC[C@@H](CC)COP(=O)(O)OC[C@H](CC)CCCC,11,CCCC[C@@H](CC)COP(=O)([O-])OC[C@H](CC)CCCC,11
CCOC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,9.5,acid,CCOC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,15,CCOC(=O)c1cc(C(C)(C)C)c([O-])c(C(C)(C)C)c1,15
CCN(CC)C(=O)[C@@H]1CCCN(Cc2ccc([N+](=O)[O-])cc2)C1,6.9,base,CCN(CC)C(=O)[C@@H]1CCC[N@H+](Cc2ccc([N+](=O)[O-])cc2)C1,11,CCN(CC)C(=O)[C@@H]1CCCN(Cc2ccc([N+](=O)[O-])cc2)C1,11
CN,10.66,base,C[NH3+],1,CN,1
CCO[Si](C)(C)CN,10.18,base,CCO[Si](C)(C)C[NH3+],7,CCO[Si](C)(C)CN,7
CCO[Si](CN)(OCC)OCC,8.34,base,CCO[Si](C[NH3+])(OCC)OCC,5,CCO[Si](CN)(OCC)OCC,5
C[Si](C)(C)CN,10.96,base,C[Si](C)(C)C[NH3+],5,C[Si](C)(C)CN,5
CN(C)Cl,0.46,base,C[NH+](C)Cl,1,CN(C)Cl,1
CN(C)C,9.8,base,C[NH+](C)C,1,CN(C)C,1
CNC,10.73,base,C[NH2+]C,1,CNC,1
CCN(CC)CCC(C)=O,9.04,base,CC[NH+](CC)CCC(C)=O,2,CCN(CC)CCC(C)=O,2
CC(=O)CCN(C)C,8.4,base,CC(=O)CC[NH+](C)C,5,CC(=O)CCN(C)C,5
CCN,10.7,base,CC[NH3+],2,CCN,2
NCCBr,8.49,base,[NH3+]CCBr,3,NCCBr,3
NCCO,9.51,base,[NH3+]CCO,3,NCCO,3
CSCCN,9.49,base,CSCC[NH3+],4,CSCCN,4
C[Si](C)(C)CCN,10.97,base,C[Si](C)(C)CC[NH3+],6,C[Si](C)(C)CCN,6
CCN(CC)CCC(=O)Cc1ccccc1,9.4,base,CC[NH+](CC)CCC(=O)Cc1ccccc1,2,CCN(CC)CCC(=O)Cc1ccccc1,2
CN(C)CCC(=O)Cc1ccccc1,8.3,base,C[NH+](C)CCC(=O)Cc1ccccc1,1,CN(C)CCC(=O)Cc1ccccc1,1
CCN(CCCl)CCCl,6.55,base,CC[NH+](CCCl)CCCl,2,CCN(CCCl)CCCl,2
CCN(CC)CCN(CC)CC,9.55,base,CCN(CC)CC[NH+](CC)CC,2,CCN(CC)CCN(CC)CC,2
CC[NH+](CC)CC[NH+](CC)CC,6.18,base,CC[NH+](CC)CC[NH+](CC)CC,2,CCN(CC)CC[NH+](CC)CC,7
CC(=O)OCCN,9.1,base,CC(=O)OCC[NH3+],6,CC(=O)OCCN,6
CN(C)CCN(C)C,9.1,base,CN(C)CC[NH+](C)C,1,CN(C)CCN(C)C,1
C[NH+](C)CC[NH+](C)C,5.7,base,C[NH+](C)CC[NH+](C)C,1,CN(C)CC[NH+](C)C,5
CN(C)CCO[C@@H](c1ccccc1)c1ccc(Br)cc1,8.64,base,C[NH+](C)CCO[C@@H](c1ccccc1)c1ccc(Br)cc1,1,CN(C)CCO[C@@H](c1ccccc1)c1ccc(Br)cc1,1
ClCCN(CCCl)CCCl,4.37,base,ClCC[NH+](CCCl)CCCl,3,ClCCN(CCCl)CCCl,3
CCN(CC)CCCl,8.8,base,CC[NH+](CC)CCCl,2,CCN(CC)CCCl,2
CN(CCO)CCCl,7.48,base,C[N@@H+](CCO)CCCl,1,CN(CCO)CCCl,1
CCNCCC(=O)C(c1ccccc1)c1ccccc1,9.55,base,CC[NH2+]CCC(=O)C(c1ccccc1)c1ccccc1,2,CCNCCC(=O)C(c1ccccc1)c1ccccc1,2
CCN(C)C,10.2,base,CC[NH+](C)C,2,CCN(C)C,2
CN(C)CCO,9.0,base,C[NH+](C)CCO,1,CN(C)CCO,1
CCNCC,10.98,base,CC[NH2+]CC,2,CCNCC,2
OCCN(CCO)CCO,7.762,base,OCC[NH+](CCO)CCO,3,OCCN(CCO)CCO,3
OCCNCCO,8.883,base,OCC[NH2+]CCO,3,OCCNCCO,3
CN(CCO)CCO,8.52,base,C[NH+](CCO)CCO,1,CN(CCO)CCO,1
O=C(O)c1ccc(Br)cc1,3.97,acid,O=C(O)c1ccc(Br)cc1,8,O=C([O-])c1ccc(Br)cc1,8
CCCN,10.69,base,CCC[NH3+],3,CCCN,3
CC(C)N,10.63,base,CC(C)[NH3+],3,CC(C)N,3
NCCCBr,8.93,base,[NH3+]CCCBr,2,NCCCBr,2
CC(N)(CO)CO,8.801,base,CC([NH3+])(CO)CO,6,CC(N)(CO)CO,6
CC(C)(C)CN,10.15,base,CC(C)(C)C[NH3+],5,CC(C)(C)CN,5
NCCCO,9.96,base,[NH3+]CCCO,2,NCCCO,2
N#Cc1ccccc1C(=O)O,3.14,acid,N#Cc1ccccc1C(=O)O,10,N#Cc1ccccc1C(=O)[O-],10
C[C@H](N)CO,9.43,base,C[C@H]([NH3+])CO,4,C[C@H](N)CO,4
NCCC(Cl)(Cl)Cl,9.65,base,[NH3+]CCC(Cl)(Cl)Cl,2,NCCC(Cl)(Cl)Cl,2
N#Cc1cccc(C(=O)O)c1,3.598,acid,N#Cc1cccc(C(=O)O)c1,8,N#Cc1cccc(C(=O)[O-])c1,8
CCCN(CCCl)CCCl,6.68,base,CCC[NH+](CCCl)CCCl,3,CCCN(CCCl)CCCl,3
CCN(CC)CCCN(CC)CC,10.18,base,CCN(CC)CCC[NH+](CC)CC,2,CCN(CC)CCCN(CC)CC,2
CC[NH+](CC)CCC[NH+](CC)CC,8.2,base,CC[NH+](CC)CCC[NH+](CC)CC,2,CCN(CC)CCC[NH+](CC)CC,8
C[C@@H](O)CN(C[C@@H](C)O)C(C)(C)C,9.4,base,C[C@@H](O)C[NH+](C[C@@H](C)O)C(C)(C)C,3,C[C@@H](O)CN(C[C@@H](C)O)C(C)(C)C,3
C[C@H](CCC(C(=O)O)(c1ccccc1)c1ccccc1)N(C)C,10.88,base,C[C@H](CCC(C(=O)O)(c1ccccc1)c1ccccc1)[NH+](C)C,20,C[C@H](CCC(C(=O)O)(c1ccccc1)c1ccccc1)N(C)C,20
C[C@H](CCC(C(=O)[O-])(c1ccccc1)c1ccccc1)[NH+](C)C,10.88,base,C[C@H](CCC(C(=O)[O-])(c1ccccc1)c1ccccc1)[NH+](C)C,20,C[C@H](CCC(C(=O)[O-])(c1ccccc1)c1ccccc1)N(C)C,20
CCN(CC)CCC(C#N)(c1ccccc1)c1ccccc1,9.08,base,CC[NH+](CC)CCC(C#N)(c1ccccc1)c1ccccc1,2,CCN(CC)CCC(C#N)(c1ccccc1)c1ccccc1,2
O=C(O)c1cc(O)c(O)c(O)c1,4.21,acid,O=C(O)c1cc(O)c(O)c(O)c1,11,O=C([O-])c1cc(O)c(O)c(O)c1,11
CC(C)(CN)CN,10.22,base,CC(C)(CN)C[NH3+],4,CC(C)(CN)CN,4
CC(C)(C[NH3+])C[NH3+],8.18,base,CC(C)(C[NH3+])C[NH3+],4,CC(C)(CN)C[NH3+],6
CC(C)CN(CC(C)C)CC(C)C,10.32,base,CC(C)C[NH+](CC(C)C)CC(C)C,4,CC(C)CN(CC(C)C)CC(C)C,4
O=C(O)c1ccc([N+](=O)[O-])cc1,3.42,acid,O=C(O)c1ccc([N+](=O)[O-])cc1,8,O=C([O-])c1ccc([N+](=O)[O-])cc1,8
CCCN(C)C,10.2,base,CCC[NH+](C)C,3,CCCN(C)C,3
CC(C)N(C)C,10.47,base,CC(C)[NH+](C)C,3,CC(C)N(C)C,3
CN(C)CCC(c1ccccc1)c1ccccc1,9.35,base,C[NH+](C)CCC(c1ccccc1)c1ccccc1,1,CN(C)CCC(c1ccccc1)c1ccccc1,1
CCOC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,9.87,base,CCOC(=O)C(CC[NH+](C)C)(c1ccccc1)c1ccccc1,8,CCOC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,8
CCOC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,10.12,base,CCOC(=O)C(C[C@H](C)[NH+](C)C)(c1ccccc1)c1ccccc1,9,CCOC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,9
CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,9.18,base,CCC(=O)C(CC[NH+](C)C)(c1ccccc1)c1ccccc1,7,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,7
CCCN(CCC)CCC,10.26,base,CCC[NH+](CCC)CCC,3,CCCN(CCC)CCC,3
C[C@@H](O)CNCCO,9.4,base,C[C@@H](O)C[NH2+]CCO,3,C[C@@H](O)CNCCO,3
CC(C)NC[C@@H](C)O,10.0,base,CC(C)[NH2+]C[C@@H](C)O,3,CC(C)NC[C@@H](C)O,3
CC(C)NC(C)C,10.96,base,CC(C)[NH2+]C(C)C,3,CC(C)NC(C)C,3
CCCNCCC,11.0,base,CCC[NH2+]CCC,3,CCCNCCC,3
C=CCNCC=C,9.29,base,C=CC[NH2+]CC=C,3,C=CCNCC=C,3
C=CCN(C)CC=C,8.79,base,C=CC[NH+](C)CC=C,1,C=CCN(C)CC=C,1
C=CCNC,10.11,base,C=CC[NH2+]C,1,C=CCNC,1
C#CCN,8.15,base,C#CC[NH3+],3,C#CCN,3
CC(=O)CCCCN(C)C,9.6,base,CC(=O)CCCC[NH+](C)C,7,CC(=O)CCCCN(C)C,7
CC[C@@H](C)N,10.56,base,CC[C@@H](C)[NH3+],4,CC[C@@H](C)N,4
CC[C@H](C)CN,10.64,base,CC[C@H](C)C[NH3+],5,CC[C@H](C)CN,5
CC(C)CCN,10.6,base,CC(C)CC[NH3+],5,CC(C)CCN,5
O=C(O)c1c([N+](=O)[O-])cccc1[N+](=O)[O-],1.14,acid,O=C(O)c1c([N+](=O)[O-])cccc1[N+](=O)[O-],11,O=C([O-])c1c([N+](=O)[O-])cccc1[N+](=O)[O-],11
CCC(C)(C)N,10.72,base,CCC(C)(C)[NH3+],5,CCC(C)(C)N,5
CCCCN(CCCl)CCCl,6.61,base,CCCC[NH+](CCCl)CCCl,4,CCCCN(CCCl)CCCl,4
CCCCN(C[C@@H](C)O)C[C@@H](C)O,9.3,base,CCCC[NH+](C[C@@H](C)O)C[C@@H](C)O,4,CCCCN(C[C@@H](C)O)C[C@@H](C)O,4
CCCCNCCCC,11.25,base,CCCC[NH2+]CCCC,4,CCCCNCCCC,4
CCN(CC)CCCCC#N,10.08,base,CC[NH+](CC)CCCCC#N,2,CCN(CC)CCCCC#N,2
O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,2.82,acid,O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,8,O=C([O-])c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,8
CCCCN(C)C,10.2,base,CCCC[NH+](C)C,4,CCCCN(C)C,4
CCC[C@@H](C)N(C)C,10.57,base,CCC[C@@H](C)[NH+](C)C,5,CCC[C@@H](C)N(C)C,5
CC(C)CCNCCC(C)C,10.94,base,CC(C)CC[NH2+]CCC(C)C,5,CC(C)CCNCCC(C)C,5
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,2.82,acid,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,14,O=C([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,14
C[C@@H](C=C(c1cccs1)c1cccs1)N(C)C,8.9,base,C[C@@H](C=C(c1cccs1)c1cccs1)[NH+](C)C,14,C[C@@H](C=C(c1cccs1)c1cccs1)N(C)C,14
NCCC=C(Cl)Cl,10.12,base,[NH3+]CCC=C(Cl)Cl,2,NCCC=C(Cl)Cl,2
CCCCCN,10.63,base,CCCCC[NH3+],5,CCCCCN,5
NCCCCCBr,9.62,base,[NH3+]CCCCCBr,3,NCCCCCBr,3
Cc1c([N+](=O)[O-])cc(C(=O)O)cc1[N+](=O)[O-],2.97,acid,Cc1c([N+](=O)[O-])cc(C(=O)O)cc1[N+](=O)[O-],12,Cc1c([N+](=O)[O-])cc(C(=O)[O-])cc1[N+](=O)[O-],12
NCCCCCO,10.46,base,[NH3+]CCCCCO,3,NCCCCCO,3
CCC(C)(N)CC,10.63,base,CCC(C)([NH3+])CC,6,CCC(C)(N)CC,6
NCCCCC(Cl)(Cl)Cl,10.12,base,[NH3+]CCCCC(Cl)(Cl)Cl,3,NCCCCC(Cl)(Cl)Cl,3
CCCCCNCCCCC,11.16,base,CCCCC[NH2+]CCCCC,5,CCCCCNCCCCC,5
CCCCCN(C[C@@H](C)O)C[C@@H](C)O,9.0,base,CCCCC[NH+](C[C@@H](C)O)C[C@@H](C)O,5,CCCCCN(C[C@@H](C)O)C[C@@H](C)O,5
O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.65,acid,O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],11,O=C([O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],11
CCN(CC)CCCCCC#N,10.46,base,CC[NH+](CC)CCCCCC#N,2,CCN(CC)CCCCCC#N,2
CC(C)C(C(C)C)N(C)C,9.96,base,CC(C)C(C(C)C)[NH+](C)C,7,CC(C)C(C(C)C)N(C)C,7
CCCCCCN,10.64,base,CCCCCC[NH3+],6,CCCCCCN,6
NCCCCCCBr,10.6,base,[NH3+]CCCCCCBr,7,NCCCCCCBr,7
C/C(=N\O)C(C)(C)CCCN,9.14,base,C/C(=N\O)C(C)(C)CCC[NH3+],10,C/C(=N\O)C(C)(C)CCCN,10
CCCCCCN(C[C@@H](C)O)C[C@@H](C)O,8.5,base,CCCCCC[NH+](C[C@@H](C)O)C[C@@H](C)O,6,CCCCCCN(C[C@@H](C)O)C[C@@H](C)O,6
CCCCCCNCCCCCC,11.01,base,CCCCCC[NH2+]CCCCCC,6,CCCCCCNCCCCCC,6
CCCCC[C@@H](C)N,10.67,base,CCCCC[C@@H](C)[NH3+],7,CCCCC[C@@H](C)N,7
CCCCCC(C)(C)N,10.56,base,CCCCCC(C)(C)[NH3+],8,CCCCCC(C)(C)N,8
CC(C)CCC[C@H](C)N,10.28,base,CC(C)CCC[C@H](C)[NH3+],8,CC(C)CCC[C@H](C)N,8
CCCC[C@@H](CC)CON(C[C@@H](C)O)C[C@@H](C)O,7.7,base,CCCC[C@@H](CC)CO[NH+](C[C@@H](C)O)C[C@@H](C)O,9,CCCC[C@@H](CC)CON(C[C@@H](C)O)C[C@@H](C)O,9
CCCCC[C@@H](C)NC,10.82,base,CCCCC[C@@H](C)[NH2+]C,7,CCCCC[C@@H](C)NC,7
CCCCCCCCN,10.65,base,CCCCCCCC[NH3+],8,CCCCCCCCN,8
CCCCCC[C@@H](C)N,10.49,base,CCCCCC[C@@H](C)[NH3+],8,CCCCCC[C@@H](C)N,8
C/C(=N\O)C(C)(C)CCCCCN,9.12,base,C/C(=N\O)C(C)(C)CCCCC[NH3+],12,C/C(=N\O)C(C)(C)CCCCCN,12
CCCCC[C@H](O)C(C)(C)N,9.85,base,CCCCC[C@H](O)C(C)(C)[NH3+],9,CCCCC[C@H](O)C(C)(C)N,9
CCCCCCCCN(C[C@@H](C)O)C[C@@H](C)O,8.3,base,CCCCCCCC[NH+](C[C@@H](C)O)C[C@@H](C)O,8,CCCCCCCCN(C[C@@H](C)O)C[C@@H](C)O,8
CCCCCCCCNCCCCCCCC,11.01,base,CCCCCCCC[NH2+]CCCCCCCC,8,CCCCCCCCNCCCCCCCC,8
CCCCCCCCCN,10.64,base,CCCCCCCCC[NH3+],9,CCCCCCCCCN,9
CCCCCCCCCCN,10.64,base,CCCCCCCCCC[NH3+],10,CCCCCCCCCCN,10
CCCCCCCCCCCN,10.63,base,CCCCCCCCCCC[NH3+],11,CCCCCCCCCCCN,11
CCCCCCCCCCCCN,10.63,base,CCCCCCCCCCCC[NH3+],12,CCCCCCCCCCCCN,12
NC1CCCCC1,10.68,base,[NH3+]C1CCCCC1,6,NC1CCCCC1,6
N[C@H]1CCCC[C@@H]1Cl,9.49,base,[NH3+][C@H]1CCCC[C@@H]1Cl,6,N[C@H]1CCCC[C@@H]1Cl,6
N[C@@H]1CCCC[C@H]1O,9.53,base,[NH3+][C@@H]1CCCC[C@H]1O,6,N[C@@H]1CCCC[C@H]1O,6
C[C@H]1CCC[C@@H](O)[C@@H]1N,9.39,base,C[C@H]1CCC[C@@H](O)[C@@H]1[NH3+],7,C[C@H]1CCC[C@@H](O)[C@@H]1N,7
CC1CCC(N)CC1,10.48,base,CC1CCC([NH3+])CC1,7,CC1CCC(N)CC1,7
CCCOc1ccc(C(=O)O)cc1,4.78,acid,CCCOc1ccc(C(=O)O)cc1,12,CCCOc1ccc(C(=O)[O-])cc1,12
C[C@@H](N)CC1CCCCC1,10.14,base,C[C@@H]([NH3+])CC1CCCCC1,9,C[C@@H](N)CC1CCCCC1,9
CN[C@H]1CCCC[C@@H]1Cl,9.85,base,C[NH2+][C@H]1CCCC[C@@H]1Cl,1,CN[C@H]1CCCC[C@@H]1Cl,1
c1ccc(C(NCC2CCCCC2)c2ccccc2)cc1,6.95,base,c1ccc(C([NH2+]CC2CCCCC2)c2ccccc2)cc1,13,c1ccc(C(NCC2CCCCC2)c2ccccc2)cc1,13
CN(C)[C@@H]1CCCC[C@H]1O,10.32,base,C[NH+](C)[C@@H]1CCCC[C@H]1O,1,CN(C)[C@@H]1CCCC[C@H]1O,1
CN[C@H](C)CC1CCCCC1,10.52,base,C[NH2+][C@H](C)CC1CCCCC1,9,CN[C@H](C)CC1CCCCC1,9
CC[C@H](C)CNC1CCCCC1,11.09,base,CC[C@H](C)C[NH2+]C1CCCCC1,5,CC[C@H](C)CNC1CCCCC1,5
C[Si](C)(C)CNC1CCCCC1,10.96,base,C[Si](C)(C)C[NH2+]C1CCCCC1,5,C[Si](C)(C)CNC1CCCCC1,5
N[C@@H]1C=CCCC1,10.42,base,[NH3+][C@@H]1C=CCCC1,6,N[C@@H]1C=CCCC1,6
CC1=CCCC[C@@H]1N,10.37,base,CC1=CCCC[C@@H]1[NH3+],7,CC1=CCCC[C@@H]1N,7
CC(C)Oc1cccc(C(=O)O)c1,4.15,acid,CC(C)Oc1cccc(C(=O)O)c1,12,CC(C)Oc1cccc(C(=O)[O-])c1,12
CC(C)Oc1ccc(C(=O)O)cc1,4.68,acid,CC(C)Oc1ccc(C(=O)O)cc1,12,CC(C)Oc1ccc(C(=O)[O-])cc1,12
CC(C)(C)Nc1ccc(Br)cc1,5.93,base,CC(C)(C)[NH2+]c1ccc(Br)cc1,4,CC(C)(C)Nc1ccc(Br)cc1,4
CN(C)c1ccccc1Br,4.31,base,C[NH+](C)c1ccccc1Br,1,CN(C)c1ccccc1Br,1
O=C(O)c1ccccc1Oc1ccccc1,3.53,acid,O=C(O)c1ccccc1Oc1ccccc1,15,O=C([O-])c1ccccc1Oc1ccccc1,15
CC(C)(C)c1cccc(N)c1,4.66,base,CC(C)(C)c1cccc([NH3+])c1,10,CC(C)(C)c1cccc(N)c1,10
O=C(O)c1ccc(Oc2ccccc2)cc1,4.52,acid,O=C(O)c1ccc(Oc2ccccc2)cc1,15,O=C([O-])c1ccc(Oc2ccccc2)cc1,15
CNc1ccc(Cl)cc1,3.9,base,C[NH2+]c1ccc(Cl)cc1,1,CNc1ccc(Cl)cc1,1
Nc1ccc(Cl)c([N+](=O)[O-])c1,1.9,base,[NH3+]c1ccc(Cl)c([N+](=O)[O-])c1,6,Nc1ccc(Cl)c([N+](=O)[O-])c1,6
N#Cc1ccccc1N,0.95,base,N#Cc1ccccc1[NH3+],8,N#Cc1ccccc1N,8
N#Cc1ccc(N)cc1,1.739,base,N#Cc1ccc([NH3+])cc1,8,N#Cc1ccc(N)cc1,8
O=C(O)c1cccc(Cl)c1CO,3.27,acid,O=C(O)c1cccc(Cl)c1CO,11,O=C([O-])c1cccc(Cl)c1CO,11
O=C(O)c1c(Cl)cccc1CO,2.26,acid,O=C(O)c1c(Cl)cccc1CO,9,O=C([O-])c1c(Cl)cccc1CO,9
Nc1c(Br)cccc1Br,0.35,base,[NH3+]c1c(Br)cccc1Br,7,Nc1c(Br)cccc1Br,7
COc1c(Br)cc(N)cc1Br,2.98,base,COc1c(Br)cc([NH3+])cc1Br,9,COc1c(Br)cc(N)cc1Br,9
Cc1cc(Br)c(N)c(Br)c1,0.69,base,Cc1cc(Br)c([NH3+])c(Br)c1,8,Cc1cc(Br)c(N)c(Br)c1,8
O=C(O)c1cccc([N+](=O)[O-])c1Cl,2.02,acid,O=C(O)c1cccc([N+](=O)[O-])c1Cl,12,O=C([O-])c1cccc([N+](=O)[O-])c1Cl,12
CC(C)(C)c1cc(N)cc(C(C)(C)C)c1[N+](=O)[O-],2.93,base,CC(C)(C)c1cc([NH3+])cc(C(C)(C)C)c1[N+](=O)[O-],17,CC(C)(C)c1cc(N)cc(C(C)(C)C)c1[N+](=O)[O-],17
Nc1cc(Cl)ccc1Cl,1.57,base,[NH3+]c1cc(Cl)ccc1Cl,7,Nc1cc(Cl)ccc1Cl,7
CCN(CC)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.18,base,CC[NH+](CC)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2,CCN(CC)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2
O=C(O)c1cc([N+](=O)[O-])ccc1Cl,2.17,acid,O=C(O)c1cc([N+](=O)[O-])ccc1Cl,11,O=C([O-])c1cc([N+](=O)[O-])ccc1Cl,11
O=C(O)c1c(Cl)cccc1[N+](=O)[O-],1.34,acid,O=C(O)c1c(Cl)cccc1[N+](=O)[O-],9,O=C([O-])c1c(Cl)cccc1[N+](=O)[O-],9
CN(C)c1cccc([N+](=O)[O-])c1,2.626,base,C[NH+](C)c1cccc([N+](=O)[O-])c1,1,CN(C)c1cccc([N+](=O)[O-])c1,1
CN(C)c1ccc([N+](=O)[O-])cc1,0.607,base,C[NH+](C)c1ccc([N+](=O)[O-])cc1,1,CN(C)c1ccc([N+](=O)[O-])cc1,1
Cc1cc([N+](=O)[O-])cc(C)c1N,0.98,base,Cc1cc([N+](=O)[O-])cc(C)c1[NH3+],7,Cc1cc([N+](=O)[O-])cc(C)c1N,7
Cc1cc(N)cc(C)c1[N+](=O)[O-],2.59,base,Cc1cc([NH3+])cc(C)c1[N+](=O)[O-],11,Cc1cc(N)cc(C)c1[N+](=O)[O-],11
O=C(O)c1c(Br)cccc1CO,2.25,acid,O=C(O)c1c(Br)cccc1CO,9,O=C([O-])c1c(Br)cccc1CO,9
CN(C)c1cccc(C(F)(F)F)c1,3.27,base,C[NH+](C)c1cccc(C(F)(F)F)c1,1,CN(C)c1cccc(C(F)(F)F)c1,1
CCOC(=O)c1ccccc1N,2.18,base,CCOC(=O)c1ccccc1[NH3+],11,CCOC(=O)c1ccccc1N,11
O=C(O)c1c(Br)cccc1[N+](=O)[O-],1.37,acid,O=C(O)c1c(Br)cccc1[N+](=O)[O-],9,O=C([O-])c1c(Br)cccc1[N+](=O)[O-],9
Nc1ccc(C=O)cc1,1.76,base,[NH3+]c1ccc(C=O)cc1,8,Nc1ccc(C=O)cc1,8
CC(C)C(C)(C)Nc1ccccc1,6.3,base,CC(C)C(C)(C)[NH2+]c1ccccc1,6,CC(C)C(C)(C)Nc1ccccc1,6
COc1cccc(C(=O)O)c1CO,3.58,acid,COc1cccc(C(=O)O)c1CO,12,COc1cccc(C(=O)[O-])c1CO,12
COC(=O)c1ccccc1N,2.23,base,COC(=O)c1ccccc1[NH3+],10,COC(=O)c1ccccc1N,10
COC(=O)c1ccccc1N(C)C,3.78,base,COC(=O)c1ccccc1[NH+](C)C,1,COC(=O)c1ccccc1N(C)C,1
COC(=O)c1cccc(N(C)C)c1,3.86,base,COC(=O)c1cccc([NH+](C)C)c1,1,COC(=O)c1cccc(N(C)C)c1,1
CNc1ccccc1C(=O)OC,3.53,base,C[NH2+]c1ccccc1C(=O)OC,1,CNc1ccccc1C(=O)OC,1
CNc1ccc(C(=O)OC)cc1,2.32,base,C[NH2+]c1ccc(C(=O)OC)cc1,1,CNc1ccc(C(=O)OC)cc1,1
COc1cc(N)cc([N+](=O)[O-])c1,2.11,base,COc1cc([NH3+])cc([N+](=O)[O-])c1,11,COc1cc(N)cc([N+](=O)[O-])c1,11
Cc1ccc(N)cc1[N+](=O)[O-],2.96,base,Cc1ccc([NH3+])cc1[N+](=O)[O-],10,Cc1ccc(N)cc1[N+](=O)[O-],10
CS(=O)(=O)c1cccc(N)c1,2.561,base,CS(=O)(=O)c1cccc([NH3+])c1,10,CS(=O)(=O)c1cccc(N)c1,10
CS(=O)(=O)c1ccc(N)cc1,1.35,base,CS(=O)(=O)c1ccc([NH3+])cc1,10,CS(=O)(=O)c1ccc(N)cc1,10
Nc1cccc([N+](=O)[O-])c1,2.466,base,[NH3+]c1cccc([N+](=O)[O-])c1,9,Nc1cccc([N+](=O)[O-])c1,9
c1ccc(Nc2ccccc2)cc1,0.79,base,c1ccc([NH2+]c2ccccc2)cc1,6,c1ccc(Nc2ccccc2)cc1,6
Nc1cccc(S(N)(=O)=O)c1,2.9,base,NS(=O)(=O)c1cccc([NH3+])c1,10,Nc1cccc(S(N)(=O)=O)c1,10
Cc1c(C)c([N+](=O)[O-])c(C)c(C)c1N,2.36,base,Cc1c(C)c([N+](=O)[O-])c(C)c(C)c1[NH3+],7,Cc1c(C)c([N+](=O)[O-])c(C)c(C)c1N,7
CS(=O)(=O)c1cccc(C(=O)O)c1,3.52,acid,CS(=O)(=O)c1cccc(C(=O)O)c1,12,CS(=O)(=O)c1cccc(C(=O)[O-])c1,12
C[Si](C)(C)c1cccc(N)c1,4.64,base,C[Si](C)(C)c1cccc([NH3+])c1,10,C[Si](C)(C)c1cccc(N)c1,10
C[Si](C)(C)c1ccc(N)cc1,4.36,base,C[Si](C)(C)c1ccc([NH3+])cc1,10,C[Si](C)(C)c1ccc(N)cc1,10
C[N+](C)(C)c1cccc([NH3+])c1,2.22,base,C[N+](C)(C)c1cccc([NH3+])c1,10,C[N+](C)(C)c1cccc(N)c1,10
CS(=O)(=O)c1ccc(C(=O)O)cc1,3.64,acid,CS(=O)(=O)c1ccc(C(=O)O)cc1,12,CS(=O)(=O)c1ccc(C(=O)[O-])cc1,12
