smiles,pKa,marvin_atom,kind,site_atoms,site_kinds,site_names
Fc1cccc(Cl)c1N(CC1CC1)C1=[NH+]CCN1,10.8,13,base,"[13, 7]","['base', 'base']","['guanidine', 'aniline_tert']"
Fc1cccc(Cl)c1NC1=[NH+]CCN1,8.01,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Fc1cccc(F)c1N(CC1CC1)C1=[NH+]CCN1,10.3,13,base,"[13, 7]","['base', 'base']","['guanidine', 'aniline_tert']"
Fc1cccc(F)c1NC1=[NH+]CCN1,8.253333,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Fc1cccc2[nH]cnc12,4.4,7,base,"[9, 7]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Fc1ccccc1Nc1c2ccccc2nc2ccccc12,6.84,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Ic1ccc(Nc2c3ccccc3nc3ccccc23)cc1,6.9,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Ic1ccccc1Nc1c2ccccc2nc2ccccc12,6.47,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
N#CC(C#N)N=Nc1cccc(O)c1,6.45,6,acid,"[6, 9]","['acid', 'acid']","['phenol', 'malononitrile']"
N#CC(C#N)N=Nc1ccccc1C(=O)[O-],6.7,8,acid,"[8, 11]","['acid', 'acid']","['carboxylic_acid', 'malononitrile']"
N#CC(C#N)N=Nc1ccccc1O,6.1,13,acid,"[13, 8]","['acid', 'acid']","['phenol', 'malononitrile']"
N#CC(C(=O)[O-])C1CCCCC1,2.37,11,acid,"[11, 6]","['acid', 'acid']","['carboxylic_acid', 'cyanoacetate']"
N#CC(Cc1ccccc1)C(=O)[O-],2.24,12,acid,"[12, 7]","['acid', 'acid']","['carboxylic_acid', 'cyanoacetate']"
N#CCC(=O)[O-],2.46,5,acid,"[5, 0]","['acid', 'acid']","['carboxylic_acid', 'cyanoacetate']"
N#CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.86,17,base,"[17, 18]","['base', 'base']","['pyridine_N', 'aniline']"
N#CCCNN,5.91,3,base,"[3, 2]","['base', 'base']","['prim_amine', 'sec_amine']"
N#CCC[NH2+]C(CC(N)=O)C(=O)[O-],6.46,2,base,"[10, 2]","['acid', 'base']","['carboxylic_acid', 'sec_amine']"
N#CNS(=O)(=O)c1ccc(N)cc1,2.92,10,acid,"[10, 6]","['acid', 'base']","['sulfonamide_2', 'aniline']"
N#CSc1cc(C(=O)[O-])ccc1N,4.52,8,acid,"[8, 12]","['acid', 'base']","['carboxylic_acid', 'aniline']"
N#Cc1c(-c2nc3cc(Cl)ccc3o2)c(=O)oc2cc(O)ccc12,6.0,6,acid,"[6, 15]","['acid', 'base']","['phenol', 'pyridine_N']"
N#Cc1c(-c2nc3ccccc3o2)c(=O)oc2cc(O)ccc12,6.07,20,acid,"[20, 6]","['acid', 'base']","['phenol', 'pyridine_N']"
N#Cc1c(-c2nc3ccccc3s2)c(=O)oc2cc(O)ccc12,6.38,20,acid,"[20, 6]","['acid', 'base']","['phenol', 'pyridine_N']"
N#Cc1c(C2CC2)nc(SCc2cccc(F)c2F)[nH]c1=O,8.9,11,acid,"[11, 16]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
N#Cc1c(C[NH+]2CCC(Br)CC2)no[n+]1[O-],4.01,2,base,"[2, 13]","['base', 'base']","['tert_amine', 'pyridine_N']"
N#Cc1cc(-c2ccccc2)nnc1NCC[NH+]1CCOCC1,6.5,15,base,"[15, 12]","['base', 'base']","['tert_amine', 'aniline_sec']"
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(CO)c(Cl)c1,5.7,18,acid,"[18, 24]","['acid', 'base']","['sulfonamide_2', 'pyridine_N']"
N#Cc1ccc(N2CC[NH+](CCNC(=O)c3ccc(F)cc3)CC2)cc1,6.43,11,base,"[11, 8]","['base', 'base']","['tert_amine', 'aniline_tert']"
N#Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,5.93,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,5.8,18,acid,"[18, 24]","['acid', 'base']","['sulfonamide_2', 'pyridine_N']"
N#Cc1ccc(S(=O)(=O)Nc2cc3c(=O)[nH]ccc3cc2F)cc1,5.97,11,acid,"[11, 18]","['acid', 'acid']","['sulfonamide_2', 'aromatic_lactam']"
N#Cc1ccc(S(=O)(=O)Nc2ccc3cc[nH]c(=O)c3c2)cc1,6.93,11,acid,"[11, 18]","['acid', 'acid']","['sulfonamide_2', 'aromatic_lactam']"
N#Cc1ccc2c(c1)N(CCC[NH+]1CCC(O)CC1)c1ccccc1S2,8.63,19,base,"[19, 6]","['base', 'base']","['tert_amine', 'aniline_tert']"
N/C=[NH+]/O,5.05,1,base,"[2, 1]","['acid', 'base']","['oxime', 'amidine']"
NC(=O)C1CCN(c2c(Cl)c[nH+]cc2Cl)CC1,3.5,5,base,"[5, 7]","['base', 'base']","['pyridine_N', 'aniline_tert']"
NC(=O)C1CCN(c2c(S(=O)(=O)c3ccccc3)c[nH+]c3ccc(Cl)cc23)CC1,3.05,11,base,"[11, 19]","['base', 'base']","['pyridine_N', 'aniline_tert']"
NC(=O)CC(=O)[O-],3.61,6,acid,"[6, 0]","['acid', 'acid']","['carboxylic_acid', 'malonate_dicarbonyl']"
NC(=O)CCCCCCCCC(=O)NO,9.49,8,acid,"[8, 7]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
NC(=O)CCCCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
NC(=O)CCCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
NC(=O)CCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
NC(=O)CCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
NC(=O)CCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
NC(=O)CCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.67,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
NC(=O)CCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.63,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
NC(=O)CN1CC[NH+]([C@@H](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,6.2,24,base,"[24, 27]","['base', 'base']","['tert_amine', 'tert_amine']"
NC(=O)CN1CC[NH+]([C@H](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,6.2,24,base,"[24, 27]","['base', 'base']","['tert_amine', 'tert_amine']"
NC(=O)COCCN1CC[NH+](C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,7.4,24,base,"[24, 27]","['base', 'base']","['tert_amine', 'tert_amine']"
NC(=O)CS(=O)(=O)NC(N)=O,5.05,7,acid,"[7, 0]","['acid', 'acid']","['sulfonamide_2', 'sulfone_CH']"
NC(=O)CS(N)(=O)=O,9.7,7,acid,"[7, 0]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NC(=O)Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.43,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
NC(=O)NO,10.65,4,acid,"[4, 3]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
NC(=O)[C@@H](O)[C@H]([NH3+])C(=O)[O-],8.26,9,base,"[8, 9]","['acid', 'base']","['carboxylic_acid', 'prim_amine']"
NC(=O)c1ccc(CNC(=O)c2cnc(Nc3cccc(Cl)c3)cc2C(F)(F)F)cc1,2.63,13,base,"[13, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
NC(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,6.47,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
NC(=[NH+]c1nsc2ccccc12)c1ccc(Cl)cc1,4.84,9,base,"[9, 7]","['base', 'base']","['amidine', 'pyridine_N']"
NC(=[NH+]c1nsc2ccccc12)c1ccccc1,5.4,7,base,"[7, 16]","['base', 'base']","['amidine', 'pyridine_N']"
NC(=[NH2+])N(CC1CC1)c1c(Br)cccc1Br,11.9,13,base,"[13, 7]","['base', 'base']","['guanidine', 'aniline_tert']"
NC(=[NH2+])N(c1ccccc1)c1ccccc1,10.42,14,base,"[14, 6]","['base', 'base']","['guanidine', 'aniline_tert']"
NC(=[NH2+])N1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,10.84,22,base,"[22, 20]","['base', 'base']","['guanidine', 'morpholine_N']"
NC(Nc1ccccc1)=[NH+]c1ccccc1,9.94,8,base,"[8, 6]","['base', 'base']","['guanidine', 'aniline_sec']"
NC1=[NH+]C(c2ccc(OC(F)F)cc2)(c2cccc(OCCCF)c2)C2=[NH+]CC(F)(F)CN12,6.5,19,base,"[19, 13]","['base', 'base']","['guanidine', 'amidine']"
NC1=[NH+][C@](c2ccc(OC(F)F)cc2)(c2cccc(OCCF)c2)C2=[NH+]CC(F)(F)CN12,6.5,18,base,"[18, 12]","['base', 'base']","['guanidine', 'amidine']"
NNC(=O)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,8.26,18,base,"[18, 17]","['base', 'base']","['prim_amine', 'hydrazine_N']"
NNC(=O)c1ccccc1,3.02,9,base,"[9, 8]","['base', 'base']","['prim_amine', 'hydrazine_N']"
NNC=O,2.81,3,base,"[3, 2]","['base', 'base']","['prim_amine', 'hydrazine_N']"
NNCCCc1ccccc1,7.2,9,base,"[10, 9]","['base', 'base']","['prim_amine', 'sec_amine']"
NNCCO,7.12,4,base,"[4, 3]","['base', 'base']","['prim_amine', 'sec_amine']"
NNCCOc1ccccc1,6.8,10,base,"[10, 9]","['base', 'base']","['prim_amine', 'sec_amine']"
NNCCc1ccccc1,7.25,8,base,"[9, 8]","['base', 'base']","['prim_amine', 'sec_amine']"
NS(=O)(=O)CCc1ccccc1,10.04,11,acid,"[11, 7]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,7.32,8,acid,"[8, 12]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,8.34,8,acid,"[8, 11]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O,8.52,8,acid,"[8, 11]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,8.6,8,acid,"[8, 12]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2,8.35,8,acid,"[8, 12]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O,7.92,8,acid,"[8, 12]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,8.275,8,acid,"[8, 12]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@@H]2O,8.3,8,acid,"[8, 12]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@H]2O,8.35,8,acid,"[8, 12]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1cc2c(s1)SC(CCO)CN2,9.62,8,acid,"[8, 12]","['acid', 'base']","['sulfonamide_1', 'aniline_sec']"
NS(=O)(=O)c1ccc(S(=O)(=O)CC(O)CO)cc1,9.35,17,acid,"[17, 9]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1,9.18,9,acid,"[9, 14]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1,9.6,17,acid,"[17, 9]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,8.67,16,acid,"[16, 8]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(F)c1,9.02,9,acid,"[9, 14]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,8.98,16,acid,"[16, 9]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1,8.32,15,acid,"[15, 8]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1,9.0,9,acid,"[9, 14]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,9.38,15,acid,"[15, 9]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)s1,8.65,14,acid,"[14, 8]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
NS(=O)(=O)c1nc2ccccc2s1,7.8,12,acid,"[12, 6]","['acid', 'base']","['sulfonamide_1', 'pyridine_N']"
NS(=O)(=O)c1nccs1,8.25,8,acid,"[8, 4]","['acid', 'base']","['sulfonamide_1', 'pyridine_N']"
NS(=O)(=O)c1nn2c(=O)n(CCCl)c(=O)nc2s1,7.1,17,acid,"[17, 6]","['acid', 'base']","['sulfonamide_1', 'pyridine_N']"
NS(=O)(=O)c1nn2cc(-c3ccccc3)[nH+]c2s1,7.12,17,acid,"[17, 10]","['acid', 'base']","['sulfonamide_1', 'pyridine_N']"
NS(=O)(=O)c1nnc(Nc2ccccc2)s1,9.405,15,acid,"[15, 6]","['acid', 'base']","['sulfonamide_1', 'aniline_sec']"
Nc1[nH+]cc2n1CC(Cc1cccc3c1OCO3)CC2,9.2,15,base,"[15, 19]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1[nH]c(=O)[n+]([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1CO,3.55,3,acid,"[3, 15]","['acid', 'base']","['aromatic_lactam', 'aniline']"
Nc1[nH]c(=S)[nH]c(=O)c1C1=CCCCC1,7.11,11,acid,"[11, 14]","['acid', 'base']","['aromatic_lactam', 'aniline']"
Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1,4.3,19,acid,"[19, 15]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1c2c([nH+]c3ccccc13)CCCC2,9.91,9,base,"[9, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1c2ccccc2[nH+]c2ccccc12,9.795,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cc(-c2ccccc2)[nH+]c2ccccc12,8.2,15,base,"[15, 16]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cc(/C=C/c2c[nH]c3ccccc23)[nH+]c2ccccc12,9.5,20,base,"[20, 21]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cc(/C=C/c2ccccc2)[nH+]c(/C=C/c2ccccc2)c1,8.6,9,base,"[9, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cc(/C=C/c2ccccc2)[nH+]c2ccccc12,9.3,17,base,"[17, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cc2ccccc2cn1,5.05,5,base,"[5, 10]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cc[nH+]c2cc(Cl)ccc12,8.22,6,base,"[6, 11]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cc[nH+]cc1,9.145,2,base,"[2, 6]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cc[nH+]cc1Br,7.15,2,base,"[2, 6]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cc[nH+]cc1F,4.77,2,base,"[2, 6]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc(-c2cnc(-c3ccc(Br)cc3)o2)cc1,3.51,18,base,"[8, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc(-c2cnc(-c3ccc(Cl)cc3)o2)cc1,3.52,18,base,"[8, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc(-c2cnc(-c3ccccc3)o2)cc1,3.68,17,base,"[7, 17]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc(-c2nc3ccccc3s2)cc1,3.0,15,base,"[6, 15]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc(-c2ncc(-c3ccc(Br)cc3)o2)cc1,2.8,18,base,"[7, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc(-c2ncc(-c3ccc(Cl)cc3)o2)cc1,2.87,18,base,"[7, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc(-c2ncc(-c3ccccc3)o2)cc1,3.01,17,base,"[8, 17]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc(C(=O)[O-])c(Cl)c1,3.905,10,acid,"[10, 6]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1ccc(C(=O)[O-])c(F)c1,4.13,10,acid,"[10, 6]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1ccc(C(=O)[O-])cc1Br,4.275,8,acid,"[8, 10]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1ccc(C(=O)[O-])cc1C(=O)c1ccccc1,4.34,17,acid,"[17, 14]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1ccc(C(=O)[O-])cc1Cl,4.35,8,acid,"[8, 10]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1ccc(C(=O)[O-])cc1F,4.35,8,acid,"[8, 10]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1ccc(C(=O)[O-])cc1I,4.34,8,acid,"[8, 10]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1ccc(Cl)cc1N,4.3,8,base,"[7, 8]","['base', 'base']","['aniline', 'aniline']"
Nc1ccc(Cl)cn1,4.83,3,base,"[3, 7]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,4.77,10,acid,"[10, 6]","['acid', 'base']","['sulfonamide_2', 'aniline']"
Nc1ccc(S(=O)(=O)c2ccc(C(=O)[O-])cc2)cc1,3.6,8,acid,"[8, 18]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1ccc2[nH]ncc2c1,5.15,6,base,"[9, 6]","['acid', 'base']","['pyrazole_NH', 'aniline']"
Nc1ccc2c(Cl)c3ccccc3nc2c1,6.74,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc2cc3c(ccc4ccccc43)nc2c1,7.42,17,base,"[17, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc2cc3cc(Cl)ccc3nc2c1,6.95,13,base,"[13, 15]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc2cc3ccc(Cl)cc3nc2c1,7.26,13,base,"[13, 15]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc2cc3ccc4ccccc4c3nc2c1,6.72,10,base,"[10, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc2cc3ccccc3nc2c1,8.04,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc2cccnc2c1,6.65,8,base,"[8, 10]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc2cn[nH]c2c1,4.355,9,base,"[5, 9]","['acid', 'base']","['pyrazole_NH', 'aniline']"
Nc1ccc2cnc3ccccc3c2c1,6.88,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccc2cnccc2c1,7.17,4,base,"[4, 10]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc(-c2nc3ccccc3s2)c1,3.4,15,base,"[6, 15]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc(Cn2c(-c3ccc(Oc4ccccc4)cc3)ccc2-c2ccccc2Cl)n1,6.86,24,base,"[24, 25]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc(Cn2c(-c3ccc(Oc4cccnn4)cc3)ccc2-c2ccccc2Cl)n1,6.86,17,base,"[17, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc(Cn2c(-c3ccc(Oc4cccs4)cc3)ccc2-c2ccccc2Cl)n1,6.86,17,base,"[17, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CC3)cc2)n1,6.86,17,base,"[17, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CCC3)cc2)n1,6.86,17,base,"[17, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccccc2)n1,6.86,17,base,"[17, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc2[nH]ncc12,3.29,9,base,"[6, 9]","['acid', 'base']","['pyrazole_NH', 'aniline']"
Nc1cccc2c1ccc1ncccc12,5.2,7,base,"[7, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc2cc3ccccc3nc12,4.4,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc2cccnc12,4.01,6,base,"[6, 10]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc2ccncc12,6.06,5,base,"[5, 10]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc2nc3ccccc3cc12,6.04,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccc2ncccc12,5.46,7,base,"[7, 10]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccccc1-c1nc2ccccc2s1,2.6,15,base,"[7, 15]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccccc1C(=O)[O-],3.475,8,acid,"[8, 9]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1ccccc1N,4.43,7,base,"[6, 7]","['base', 'base']","['aniline', 'aniline']"
Nc1ccccn1,6.8425,3,base,"[3, 6]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cccnc1,6.055,4,base,"[4, 6]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1,4.22,5,base,"[5, 7]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,4.42,5,base,"[5, 7]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cnc2cc3ccccc3cc2c1,4.78,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cncc2ccccc12,6.28,7,base,"[7, 10]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1cncn1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,6.05,4,base,"[4, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1nc2ccc(OC(F)(F)F)cc2s1,6.5,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1nc2ccccc2c2ccccc12,7.31,12,base,"[12, 14]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1nc2ccccc2s1,4.51,6,base,"[6, 9]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ncc(-c2ccccc2)s1,4.9,8,base,"[8, 11]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ncc(Br)s1,3.61,4,base,"[4, 5]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ncc(Cl)s1,3.66,4,base,"[4, 5]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1ncc(Sc2ccccc2)s1,4.16,9,base,"[9, 12]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1nccc2ccccc12,7.62,8,base,"[8, 10]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1nccs1,5.44,4,base,"[4, 5]","['base', 'base']","['pyridine_N', 'aniline']"
Nc1nnc(S(N)(=O)=O)s1,7.69,8,acid,"[8, 9]","['acid', 'base']","['sulfonamide_1', 'aniline']"
Nc1nnnn1CC(=O)[O-],2.38,3,acid,"[3, 9]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Nc1nsc2ccccc12,2.45,7,base,"[7, 9]","['base', 'base']","['pyridine_N', 'aniline']"
O=C(/C=C/c1cnc[nH]1)OCCCl,4.8,4,base,"[2, 4]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
O=C(C1CCN(c2cc[nH+]cc2)CC1)N1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1,9.2,26,base,"[26, 20]","['base', 'base']","['pyridine_N', 'aniline_tert']"
O=C(C1CCN(c2cc[nH+]cc2F)CC1)N1CCN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1,6.7,30,base,"[30, 24]","['base', 'base']","['pyridine_N', 'aniline_tert']"
O=C(C=C(O)c1ccccc1)Nc1ccccc1,9.54,17,acid,"[17, 10]","['acid', 'base']","['enol', 'aniline_sec']"
O=C(CCCCCCO[N+](=O)[O-])Oc1ccccc1C(=O)[O-],3.69,8,acid,"[8, 19]","['acid', 'base']","['carboxylic_acid', 'tert_amine']"
O=C(CCCCCO[N+](=O)[O-])Oc1ccccc1C(=O)[O-],3.69,8,acid,"[8, 18]","['acid', 'base']","['carboxylic_acid', 'tert_amine']"
O=C(CCCCO[N+](=O)[O-])Oc1ccccc1C(=O)[O-],3.69,8,acid,"[8, 17]","['acid', 'base']","['carboxylic_acid', 'tert_amine']"
O=C(CCCO[N+](=O)[O-])Oc1ccccc1C(=O)[O-],3.69,8,acid,"[8, 16]","['acid', 'base']","['carboxylic_acid', 'tert_amine']"
O=C(CCO[N+](=O)[O-])Oc1ccccc1C(=O)[O-],3.69,8,acid,"[8, 15]","['acid', 'base']","['carboxylic_acid', 'tert_amine']"
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2c[nH+]c3ccccn23)CC1,5.9,6,base,"[18, 6]","['acid', 'base']","['sulfone_CH', 'pyridine_N']"
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2c[nH+]c3n2CCCC3)CC1,8.2,26,base,"[14, 26]","['acid', 'base']","['sulfone_CH', 'pyridine_N']"
O=C(CCc1ccccc1)NO,8.18,11,acid,"[11, 10]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
